index,reason,company,product_descrpition,brand_name,date,url
498,http://www.fda.gov/Safety/Recalls/ucm300192.htm,John B. Sanfilippo &amp; Son Inc.,Concierge Snack Nut Blend,Full Circle,Undeclared Soy and Milk,04/2012
499,http://www.fda.gov/Safety/Recalls/ucm300197.htm,H.C. Foods Co.,Dried Mackerel &amp; Dried Round Scad,Pacific Isles,Uneviscerated fish that may be contaminated with Clostridium botulinum spores,04/2012
500,http://www.fda.gov/Safety/Recalls/ucm300034.htm,John B. Sanfilippo &amp; Son Inc,Vanilla Bean &amp; Cocoa Mocha Almonds,Fisher,Undeclared Soy,04/2012
501,http://www.fda.gov/Safety/Recalls/ucm299956.htm,Mediterra S.A.,"Pasta, Pies, Eggplant and Garlic Spreads",Mastiha Shop,"Undeclared egg, milk, treenuts and wheat",04/2012
502,http://www.fda.gov/Safety/Recalls/ucm299670.htm,"Seng Ong Wholesale, Inc.",Dried Mackerel &amp; Dried Round Scad,Pacific Isles,Uneviscerated fish that may be contaminated with Clostridium botulinum spores,04/2012
503,http://www.fda.gov/Safety/Recalls/ucm299809.htm,"Import Foods Wholesale, Inc.","Smoked Croaker, Smoked Barracuda, Smoked Big Eye, Smoked Red Snapper",Import Foods Wholesale Inc.,Uneviscerated fish that may be contaminated with Clostridium botulinum spores,04/2012
504,http://www.fda.gov/Safety/Recalls/ucm299497.htm,Biscomerica Corp.,"Blueberry, Boysenberry, Strawberry and Raspberry Shortbread Cookies",Knott&#39;s Berry Farm,Undeclared milk,04/2012
505,http://www.fda.gov/Safety/Recalls/ucm299433.htm,"Kraft Foods Group, Inc.",Cocktail Peanuts,Planters,Product was exposed to water not intended for use in food during the production process,04/2012
506,http://www.fda.gov/Safety/Recalls/ucm300689.htm,Central Garden &amp;amp; Pet Company,Baby bird Baby Macaw hand feeding formula,Kaytee exact®,Due to presence of due to high levels of vitamin D,04/2012
507,http://www.fda.gov/Safety/Recalls/ucm299516.htm,Enesco LLC,Ceramic Wine Goblets,ONIM,goblets may contain excessive levels of leachable lead and cadmium,04/2012
508,http://www.fda.gov/Safety/Recalls/ucm299484.htm,Rajbhog Foods Inc.,Vegetable Biryani,Rajbhog Foods,Undeclared treenut (Cashews),04/2012
509,http://www.fda.gov/Safety/Recalls/ucm299343.htm,"Kwik Trip, Inc.",Donuts,Glazers,Undeclared Egg,04/2012
510,http://www.fda.gov/Safety/Recalls/ucm299492.htm,"Food Lion, Harveys and Reid&amp;rsquo;s stores",Hard/soft taco dinner,Food Lion,Undeclared Milk,04/2012
511,http://www.fda.gov/Safety/Recalls/ucm299606.htm,Diamond Pet Foods,Lamb Meal &amp; Rice,Diamond Naturals,Salmonella,04/2012
512,http://www.fda.gov/Safety/Recalls/ucm299044.htm,"TWI Foods Inc., Ontario, Canada","Pistachio cookie, Almond Cookie, Coconut Cookie &amp; Almond Cake Rusk",Crispy,Undeclared milk and almond,04/2012
513,http://www.fda.gov/Safety/Recalls/ucm299032.htm,Los Olivos LTD,&quot;Pan de Torta&quot; bread,Los Olivos,Undeclared Milk,04/2012
514,http://www.fda.gov/Safety/Recalls/ucm299031.htm,Threeline Imports Inc,Kypoyka Bisquit,Kypoyka,Undeclared Eggs,04/2012
515,http://www.fda.gov/Safety/Recalls/ucm299121.htm,Odwalla Inc.,Chocolate Protein Monster beverage,Odwalla Inc.,Consumer complaints due to allergic reactions,04/2012
516,http://www.fda.gov/Safety/Recalls/ucm298813.htm,Fung Shing Int&#39;l Corp.,Coconut Candy Keo Dua La Dua,Star light,Undeclared Milk,04/2012
517,http://www.fda.gov/Safety/Recalls/ucm298809.htm,Fung Shing Int&#39;l Corp.,Coconut Candy (Keo Dua),Star light,Undeclared Milk,04/2012
518,http://www.fda.gov/Safety/Recalls/ucm298545.htm,Luitpold Pharmaceuticals Inc.,"Cyanocobalamin Injection, USP, (1000 mcg/mL), 1mL Vial",American Regent,crack can form on the bottom and sides of vials,04/2012
519,http://www.fda.gov/Safety/Recalls/ucm300712.htm,Franck&#39;s Compounding Lab,Triamcinolone acetonide P.F. 80mg/ml,Frank&#39;s,Possible fungal contamination,03/2012
520,http://www.fda.gov/Safety/Recalls/ucm298129.htm,"Creme Curls Bakery, Inc.",Cream Puffs,"Simply Enjoy, Creme Curls Bakery",Mislabeled Milk Allergen,03/2012
521,http://www.fda.gov/Safety/Recalls/ucm297896.htm,Castellini Company LLC,Jalapeno Peppers,Castellini,Salmonella,03/2012
522,http://www.fda.gov/Safety/Recalls/ucm298077.htm,Hartz Mountain Corporation,Flake Fish Food,Wardley Advanced Nutrition Perfect Protein,Salmonella,03/2012
523,http://www.fda.gov/Safety/Recalls/ucm297904.htm,Topnotch Cookies &amp; Cakes,Cookies,Top Notch,Undeclared Milk Allergen,03/2012
524,http://www.fda.gov/Safety/Recalls/ucm297520.htm,Strong America Ltd.,Dried Potato,Golden Smell,Undeclared Sulfites,03/2012
525,http://www.fda.gov/Safety/Recalls/ucm297715.htm,Club Chef LLC,Salsa products,"Private Selection, heinen&#39;s",Salmonella,03/2012
526,http://www.fda.gov/Safety/Recalls/ucm297952.htm,"South Florida Produce, LLC",Jalapeno Peppers,South Florida Produce,Salmonella,03/2012
527,http://www.fda.gov/Safety/Recalls/ucm296983.htm,Whole Foods Market,Mini Chocolate Chip Cookies,Whole Foods Market,Undeclared walnuts,03/2012
528,http://www.fda.gov/Safety/Recalls/ucm296981.htm,Thoratec Corporation,Left Ventricular Assist System,HeartMate II,The sealed outflow graft bend relief may not properly connect to the HeartMate II LVAS,03/2012
529,http://www.fda.gov/Safety/Recalls/ucm296511.htm,"El Ranchero Del Sur, LLC.",Cheese,"El Ranchero Del Sur, Los Corrales",Listeria monocytogenes,03/2012
530,http://www.fda.gov/Safety/Recalls/ucm297199.htm,"El Ranchero Del Sur, LLC.",Cheese,"El Ranchero Del Sur, Los Corrales",Listeria monocytogenes,03/2012
531,http://www.fda.gov/Safety/Recalls/ucm296392.htm,"Troyer Cheese, Inc.",Caramel Puffcorn,Backroad Country,Undeclared Milk Allergen,03/2012
532,http://www.fda.gov/Safety/Recalls/ucm295691.htm,McCormick &amp; Company,Beef Stew Mix,Publix,Undeclared milk,03/2012
533,http://www.fda.gov/Safety/Recalls/ucm296326.htm,Franck&#39;s Compounding Lab,Brilliant Blue G,Franck&#39;s,Possible fungal contamination,03/2012
534,http://www.fda.gov/Safety/Recalls/ucm295406.htm,Gerber Products Company,Gerber Good Start Gentle powdered infant formula,Gerber,Product might have an off-odor,03/2012
535,http://www.fda.gov/Safety/Recalls/ucm295430.htm,Cargill Animal Nutrition,Goat Pellets,Nutrena NatureWise,Error in labeling (does not include &quot;Decoquinate&quot; on label),03/2012
536,http://www.fda.gov/Safety/Recalls/ucm294642.htm,Price Chopper,"Apple, Blueberry, Cherry, and Peach Streusel Pies (5 inch and 8 inch)",Price Chopper,Undeclared Eggs,03/2012
537,http://www.fda.gov/Safety/Recalls/ucm294530.htm,Western Feed LLC.,Animal Feed (Kountry Buffet 14%),PAYBACK,May contain monensin sodium (Rumensin),03/2012
538,http://www.fda.gov/Safety/Recalls/ucm293376.htm,"Regeneca, Inc.",Intimacy Enhancement Capsule,RegenErect,Unapproved new drug,02/2012
539,http://www.fda.gov/Safety/Recalls/ucm293347.htm,"Glenmark Generics, Inc.",Norgestimate and Ethinyl Estradiol Tablets USP,"Glenmark Generics, Inc.",Packaging error potentially causing incorrect dosing regimen,02/2012
540,http://www.fda.gov/Safety/Recalls/ucm292951.htm,American Regent,Phenylephrine HCl Injection USP 1%,American Regent,Visible particles were found in the product,02/2012
541,http://www.fda.gov/Safety/Recalls/ucm292796.htm,Healthy People Co.,Dietary Supplements,Healthy People Co.,Undeclared drug ingredients,02/2012
542,http://www.fda.gov/Safety/Recalls/ucm292994.htm,"The Florida Brewery, Inc.",Malta beverages,"Goya, Great Value, Hatuey, more",Bottles may break during opening,02/2012
543,http://www.fda.gov/Safety/Recalls/ucm292537.htm,McNeil Consumer Healthcare,"Infants TYLENOL Oral Suspension, 1 oz. Grape",TYLENOL,difficulty using the Infants TYLENOL SimpleMeasure dosing system,02/2012
544,http://www.fda.gov/Safety/Recalls/ucm293076.htm,Bedford Laboratories,Cytarabine for Injection USP,Bedford Laboratories,Lack of sterility assurance,02/2012
545,http://www.fda.gov/Safety/Recalls/ucm291885.htm,"Flight Medical Innovations, Ltd.",Remote alarm cable that is used to connect Newport HT50 mechanical ventilators to nurse stations,"Flight Medical Innovations, Ltd.",The recalled cable may negatively affect Newport HT50 ventilators manufactured prior to 2007. Affected units may shutdown unexpectedly,02/2012
546,http://www.fda.gov/Safety/Recalls/ucm291560.htm,Walmart,Cruller Bakery Pastries,Walmart,Mislabeled Milk Allergen,02/2012
547,http://www.fda.gov/Safety/Recalls/ucm291546.htm,"Regeneca, Inc.",Intimacy Enhancement Capsule,RegenArouse,Unapproved new drug,02/2012
548,http://www.fda.gov/Safety/Recalls/ucm291556.htm,Whole Foods Market,Pumpkin Bundt Cakes,Whole Foods Market,Undeclared Milk,02/2012
549,http://www.fda.gov/Safety/Recalls/ucm291386.htm,"Wholistic Herbs, Inc.",OTC drug products,"Koff &amp; Kold, Kold Sore","Non-sterile, intended for use in eyes and nose.",02/2012
550,http://www.fda.gov/Safety/Recalls/ucm291463.htm,Summit Import Corporation,Rice Crackers,Bin-Bin,Undeclared Eggs,02/2012
551,http://www.fda.gov/Safety/Recalls/ucm291347.htm,Zip International Group LLC,Sliced Herring Fillet (forelka),Zip International,Listeria monocytogenes,02/2012
552,http://www.fda.gov/Safety/Recalls/ucm299903.htm,Kathy Kaye Foods LLC,Caramel Cob Junior &amp; Chewy Popcorn,Classic,Undeclared Peanut,02/2012
553,http://www.fda.gov/Safety/Recalls/ucm290639.htm,"North American Rescue, LLC",Surgical Crichothyroidotomy Kit,Crickit,Kit contains recalled povidone iodine prep pads,02/2012
554,http://www.fda.gov/Safety/Recalls/ucm290851.htm,Grand Strand Sandwich Company,Chicken Salad Sandwiches,"Grand Strand, Lunch Box, Country Harvest Deli",Listeria monocytogenes,02/2012
555,http://www.fda.gov/Safety/Recalls/ucm290445.htm,Nest Collective,Snack size sandwich bars,Revolution Foods,Undeclared peanut,02/2012
556,http://www.fda.gov/Safety/Recalls/ucm290416.htm,Healthy People Co.,Dietary supplements,Healthy People Co.,Undeclared drug ingredients,02/2012
557,http://www.fda.gov/Safety/Recalls/ucm290411.htm,"GH Foods CA, LLC",Sandwiches,Delish,Listeria monocytogenes,02/2012
558,http://www.fda.gov/Safety/Recalls/ucm290380.htm,"Greencore, USA",Egg Salad Sandwiches,Quick Cafe &amp; Take Away Cafe,Listeria monocytogenes,02/2012
559,http://www.fda.gov/Safety/Recalls/ucm290212.htm,Allison&#39;s Gourmet Kitchens,Prepared Salads,"Allison&#39;s Gourmet Kitchens, Deli Fresh, Hill Country Fare, more",Listeria monocytogenes,02/2012
560,http://www.fda.gov/Safety/Recalls/ucm290204.htm,Bedford Laboratories,"Acetylcysteine Solution, USP",Bedford Laboratories,Visible glass particle found in a vial.,02/2012
561,http://www.fda.gov/Safety/Recalls/ucm290198.htm,"Wegmans Food Markets, Inc.",Eggs and Salads,Wegmans,Listeria monocytogenes,02/2012
562,http://www.fda.gov/Safety/Recalls/ucm290141.htm,S&amp;M USA Enterprise,Tremella,Zhang Zhou,Undeclared Sulfites,02/2012
563,http://www.fda.gov/Safety/Recalls/ucm290084.htm,"W&amp;C International Import, Inc.",Dried Yellow Croaker,Rely,The product was found to be un-eviscerated.,02/2012
564,http://www.fda.gov/Safety/Recalls/ucm290067.htm,"W&amp;C International Import, Inc.",Dried Yellow Croaker,Rely,The product was found to be un-eviscerated.,02/2012
565,http://www.fda.gov/Safety/Recalls/ucm289775.htm,President Global Corporation,Rice Crackers,Bin-Bin,Undeclared Eggs,02/2012
566,http://www.fda.gov/Safety/Recalls/ucm289920.htm,"Michael Foods, Inc.",Hard-Cooked Eggs,"Columbia Valley Farms, GFS, Glenview Farms, more",Listeria monocytogenes,02/2012
567,http://www.fda.gov/Safety/Recalls/ucm289770.htm,"Pfizer, Inc.",Oral contraceptives,Lo/Ovral-28,Some blister packs may contain an inexact count of inert or active ingredient tablets and the tablets may be out of sequence.,01/2012
568,http://www.fda.gov/Safety/Recalls/ucm289750.htm,"Gemini Food Corporation, Tong Enterprises",Rice Crackers,Bin-Bin,Undeclared Eggs,01/2012
569,http://www.fda.gov/Safety/Recalls/ucm289658.htm,Vitaflo USA,Pediatric Medical Food,Renastart,Product was incorrectly labeled as another product.,01/2012
570,http://www.fda.gov/Safety/Recalls/ucm289535.htm,Walgreen Co.,Chocolate Covered Raisins,Walgreens,"Undeclared Peanut, Almond, and Soy",01/2012
571,http://www.fda.gov/Safety/Recalls/ucm289743.htm,How Sweet It Is Fudge and Candy Company Inc.,Candy,How Sweet It Is,Undeclared Milk,01/2012
572,http://www.fda.gov/Safety/Recalls/ucm289496.htm,PINNACLE FOODS GROUP LLC,Aunt Jemima Frozen Pancakes,Aunt Jemima,Undeclared  Soy Protein,01/2012
573,http://www.fda.gov/Safety/Recalls/ucm289619.htm,"Johnson &amp; Johnson Consumer Companies, Inc.",Lotion,AVEENO&amp;reg; BABY CALMING COMFORT&amp;reg;,The lot exceeded bacterial specifications.,01/2012
574,http://www.fda.gov/Safety/Recalls/ucm289452.htm,Cephalon,Treanda (bendamustine HCL) for Injection,Cephalon,Presence of particulate matter in vial identified as glass fragments,01/2012
575,http://www.fda.gov/Safety/Recalls/ucm291086.htm,"Spartan Stores, Inc","Egg Spread, Salads",Spartan,Listeria monocytogenes,01/2012
576,http://www.fda.gov/Safety/Recalls/ucm289276.htm,M. E. Thompson Inc.,Turkey &amp; Ham Sub Footlong Sandwich,Anytime Deli,Listeria monocytogenes,01/2012
577,http://www.fda.gov/Safety/Recalls/ucm288833.htm,Jones&#39; Seasoning Blends LLC,Jones&#39; Mock Salt Original &amp;  Jones&#39; Mock Salt Spicy Southwest Blend,Jones&#39;,Potential Contamination of Salmonella,01/2012
578,http://www.fda.gov/Safety/Recalls/ucm288493.htm,Carefusion,"Nicolet® Cortical Stimulator Control Unit, Nicolet® C64 Stimulus Switching Unit (SSU) Amplifier and NicoletOne Software with Cortical Stimulator License",Nicolet,"potential risks associated with the Cortical Stimulator Control Unit, SSU Amplifier and related software applications",01/2012
579,http://www.fda.gov/Safety/Recalls/ucm288403.htm,Rich Products Corporation,8 inch Vanilla Flavored Pre-Soaked Sponge Cake Artificially Flavored,Rich Products Corporation,may contain small plastic fragments,01/2012
580,http://www.fda.gov/Safety/Recalls/ucm288218.htm,LEASA Industries Co.,Alfalfa Sprout,LEASA,Salmonella,01/2012
581,http://www.fda.gov/Safety/Recalls/ucm288505.htm,Perfect Image Solutions LLC,Hair regrowth products (men &amp; women),Perfect Image Solutions,The products are deemed unapproved new drugs under the law and U.S. Food and Drug Administration regulations and may present potential health hazards,01/2012
582,http://www.fda.gov/Safety/Recalls/ucm288243.htm,Winn-Dixie Stores Inc.,"Brocolli Sprouts, Alfalfa Sprouts, Spicy Sprouts, Onion Sprouts",LEASA,Salmonella,01/2012
583,http://www.fda.gov/Safety/Recalls/ucm288420.htm,Kradjian Imp Co,Tresse cheese and Shinglish Cheese,Cedar Tree,Listeria monocytogenes,01/2012
584,http://www.fda.gov/Safety/Recalls/ucm288260.htm,USA Far Ocean Group (U.S.A. Far Ocean),"Vagifresh Ball, Vagifresh Gel",Female One Series,"Vagifresh Gel sample contains benzocaine, the active ingredient for many anesthetic drug products. 
Vagifresh Ball sample contains bacteria including Staphylococcus lentus, S. sciuri, Bacillus lantus, Alloiococcus otitis, Aerococcus viridans, Aeromonas salmonicid, Gemella spp, Leuconostoc spp.",01/2012
585,http://www.fda.gov/Safety/Recalls/ucm288478.htm,JKS Wholesale SVCS Inc,Torta de Pan,JKS Wholesale SVCS Inc,Undeclared Milk,01/2012
586,http://www.fda.gov/Safety/Recalls/ucm288588.htm,Price Chopper Supermarkets,Shredded Taco Cheese,Coyote Joe&#39;s,May contain shredded plastic fragments,01/2012
587,http://www.fda.gov/Safety/Recalls/ucm287838.htm,Rexall Inc.,Calcium 1200mg plus 1000 IU Vitamin D3 softgels,Rexall,Undeclared shellfish,01/2012
588,http://www.fda.gov/Safety/Recalls/ucm288098.htm,Covidien,Duet TRS Universal Straight and Articulating Single Use Loading Units for Thoracic Surgery,Covidien,Potential to injure adjacent anatomical structures within the thorax that can result in post-operative complications and result in life-threatening situation,01/2012
589,http://www.fda.gov/Safety/Recalls/ucm287822.htm,Price Chopper,Tres Leches cakes,Central Market Classics,May contain plastic fragments,01/2012
590,http://www.fda.gov/Safety/Recalls/ucm287630.htm,"Gilster-Mary Lee, Corp.",Dry Lasagna Dinner Mix,Hill Country Fare,Undeclared  Soy,01/2012
591,http://www.fda.gov/Safety/Recalls/ucm287802.htm,Ryt-Way,Dill Pickle Sunflower seeds,BIGS,Undeclared  Soy,01/2012
592,http://www.fda.gov/Safety/Recalls/ucm286834.htm,Blount Fine Foods,Crab Soup,Blount Fine Foods,"Undeclared Milk, Wheat and Crab",01/2012
593,http://www.fda.gov/Safety/Recalls/ucm286953.htm,Bedford Laboratories,Polymyxin B for Injection USP and Vecuronium Bromide,Bedford Laboratories,Vials may contain visible glass particulates,01/2012
594,http://www.fda.gov/Safety/Recalls/ucm286708.htm,"ZIP INTERNATIONAL GROUP, LLC",Herring Fillet,"Zip International Group, LLC",Listeria monocytogenes,01/2012
595,http://www.fda.gov/Safety/Recalls/ucm286240.htm,Novartis,"Bufferin Extra Strength Tablet, Bufferin Low Dose Tablets, Bufferin Regular Strength Tablets, Excedrin Back &amp; Body Caplets, Excedrin Extra Strength Caplets, Excedrin Extra Strength  Express Gel Caps, Excedrin Extra Strength  Gel Tablets, Excedrin Extra Strength  Tablets, Excedrin Migraine  Express Gel Caplets, Excedrin Migraine Caplets,  Excedrin Migraine Gel Tablets, Excedrin Migraine Tablets, Excedrin PM Caplets, Excedrin PM Express Gel Caplet, Excedrin PM Tablets, Excedrin Sinus Headache Caplets, Excedrin Tension Headache Caplets, Excedrin Tension Headache Express Gel Caplets, Excedrin Tension Headache Gel Tablets, Gas-X Prevention Caplets, NoDoz Maximum Strength Caplets","Excedrin, NoDoz, Bufferin, Gas-X","products may contain stray tablets, capsules, or caplets from other Novartis products, or contain broken or chipped tablets",01/2012
596,http://www.fda.gov/Safety/Recalls/ucm286174.htm,Bloch&#39;s Best Inc.,Rugelach,Laromme,Undeclared Eggs,01/2012
597,http://www.fda.gov/Safety/Recalls/ucm286535.htm,Pepin Heights Orchards,Honeycrisp Apple Cider,Pepin Heights,Elevated levels of patulin,01/2012
598,http://www.fda.gov/Safety/Recalls/ucm286108.htm,Rich Products Corporation,Sponge Cake,Rich Products Corporation,Presence of Plastic Fragments,01/2012
599,http://www.fda.gov/Safety/Recalls/ucm286716.htm,"D. F. Stauffer Biscuit Co., Inc.",Cookies,Safeway Snack Artist,Undeclared Milk and Eggs,01/2012
600,http://www.fda.gov/Safety/Recalls/ucm285641.htm,Green Valley Food Corp.,Sprouts,"Let&#39;s Grow Healthy Together, Green Valley Food Corp, Broccosprouts",Listeria monocytogenes,01/2012
601,http://www.fda.gov/Safety/Recalls/ucm285732.htm,Bekkum Family Farms LLC,Cheese,Nordic Creamery,Listeria monocytogenes,01/2012
602,http://www.fda.gov/Safety/Recalls/ucm287823.htm,Price Chopper,Gourmet Stuffed Clams,Price Chopper,"Undeclared Milk, Wheat and Egg",01/2012
603,http://www.fda.gov/Safety/Recalls/ucm285960.htm,Alpine Slicing and Cheese Conversion,Cheese,"HEB, El Viajero, BMF",Listeria monocytogenes,01/2012
604,http://www.fda.gov/Safety/Recalls/ucm285836.htm,Enhorabuena!,Guava Sticks,Palitos de Guayaba,"Undeclared Milk, Wheat, Tree Nuts, and Eggs",01/2012
605,http://www.fda.gov/Safety/Recalls/ucm285460.htm,Green Valley Food Corp.,Sprouts,"Let&#39;s Grow Healthy Together!, Green Valley Food Corp., Broccosprouts",Listeria monocytogenes,12/2011
606,http://www.fda.gov/Safety/Recalls/ucm285982.htm,Alpine Slicing and Cheese Conversion,Cheese,Brennan&#39;s Cellars,Listeria monocytogenes,12/2011
607,http://www.fda.gov/Safety/Recalls/ucm286000.htm,Alpine Slicing and Cheese Conversion,cheese,Edelweiss Creamery,Listeria monocytogenes,12/2011
608,http://www.fda.gov/Safety/Recalls/ucm285808.htm,S. Martinelli &amp; Company,Sparkling Cider,Martinelli&#39;s Gold Medal,Defective Seal,12/2011
609,http://www.fda.gov/Safety/Recalls/ucm285459.htm,HimalayaUSA,Night Cream,Organique by Himalaya,staphylococcus aureus and fungus,12/2011
610,http://www.fda.gov/Safety/Recalls/ucm285402.htm,Cedar Market,Cheese,Fromagerie Marie KadÃ¨,Listeria monocytogenes,12/2011
611,http://www.fda.gov/Safety/Recalls/ucm285318.htm,"Winn-Dixie Stores, Inc.",Green Beans,Winn-Dixie,Undeclared Peanuts,12/2011
612,http://www.fda.gov/Safety/Recalls/ucm287765.htm,"Herbadashery, LLC",Barbeque and Dipping Sauce,Pine Ridge,Undeclared Anchovies,12/2011
613,http://www.fda.gov/Safety/Recalls/ucm285363.htm,U.B.C Food Distributors,Apricot Candies,Baraka,Undeclared Sulfites,12/2011
614,http://www.fda.gov/Safety/Recalls/ucm285239.htm,Green Cedar Dairy,Cheese,Green Cedar Dairy,Listeria monocytogenes,12/2011
615,http://www.fda.gov/Safety/Recalls/ucm285071.htm,"Avon Heights Mushrooms, Inc.",Fresh Spinach,"Better Brand, Krisp Pak, Avon Heights",E. coli 0157:H7,12/2011
616,http://www.fda.gov/Safety/Recalls/ucm285052.htm,"Sirocco Enterprises, Inc.",Bloody Mary Cocktail Mix,Pat O&#39;Brien&#39;s,Undeclared Soy and Wheat,12/2011
617,http://www.fda.gov/Safety/Recalls/ucm285097.htm,Kradjian Imp Co,Cheese,Cedar,Listeria monocytogenes,12/2011
618,http://www.fda.gov/Safety/Recalls/ucm285069.htm,"Maribel&#39;s Sweets, Inc.",Chocolate Candy,New York Handbag Collection,Undeclared tree nuts and peanuts,12/2011
619,http://www.fda.gov/Safety/Recalls/ucm284965.htm,Green Valley Food Corp.,Alfalfa Sprouts,Let&#39;s Grow Healthy Together,Salmonella,12/2011
620,http://www.fda.gov/Safety/Recalls/ucm284812.htm,CareFusion,AVEA Ventilators,AVEA,Potential risk is associated with certain AVEA ventilators and affected replacement parts,12/2011
621,http://www.fda.gov/Safety/Recalls/ucm284705.htm,Market Basket,White Albacore Tuna,Market Basket,Undeclared soy,12/2011
622,http://www.fda.gov/Safety/Recalls/ucm285191.htm,Smiths Medical,Tracheostomy tubes,"Bivona, FlexTend, Aire-Cuf",Difficulty disconnecting the device from connectors,12/2011
623,http://www.fda.gov/Safety/Recalls/ucm285032.htm,"Ikaria, Inc.",INOMAX DS Drug-Delivery System,INOMAX,Erratic nitric oxide monitor readings.,12/2011
624,http://www.fda.gov/Safety/Recalls/ucm285093.htm,Green Valley Food Corp.,Sprouts,Let&#39;s Grow Healthy Together,Salmonella,12/2011
625,http://www.fda.gov/Safety/Recalls/ucm285080.htm,"Eillien&#39;s Candies, Inc.",Yogurt Raisins and Granola Mix,"Royal Snacks, Nutty Bros, Eillien&#39;s, more",Undeclared Peanuts,12/2011
626,http://www.fda.gov/Safety/Recalls/ucm284942.htm,McNeil,Motrin IB Coated Tablets and Motrin IB Coated Caplets,Motrin,May not dissolve as quickly as intended,12/2011
627,http://www.fda.gov/Safety/Recalls/ucm284531.htm,"Cal Fresco, LLC",Jalapeño and Serrano chili peppers,Cal Fresco,Salmonella,12/2011
628,http://www.fda.gov/Safety/Recalls/ucm285064.htm,Price Chopper Supermarkets,Flavored Cheesecakes,Price Chopper,Undeclared Egg,12/2011
629,http://www.fda.gov/Safety/Recalls/ucm284454.htm,Eclectic Institute,Dietary Supplements,Eclectic Institute,Salmonella,12/2011
630,http://www.fda.gov/Safety/Recalls/ucm284321.htm,Gollo Desserts Bakery,Dominican Bread,Gollo,Undeclared Milk,12/2011
631,http://www.fda.gov/Safety/Recalls/ucm284383.htm,Popcorn Palace,Snack Products,Popcorn Palace,"Undeclared Milk, Soy, Wheat, Tree Nuts , Peanuts",12/2011
632,http://www.fda.gov/Safety/Recalls/ucm284034.htm,Swanson Health Products,Organic Celery Seed,Swanson,Salmonella,12/2011
633,http://www.fda.gov/Safety/Recalls/ucm284049.htm,"B&amp;M, Inc.",Organic Celery Seed,O Organics,Salmonella,12/2011
634,http://www.fda.gov/Safety/Recalls/ucm283865.htm,Velvet Creme Popcorn Co.,Snack Products,Velvet Creme Popcorn,"Undeclared Milk, Soy and Wheat",12/2011
635,http://www.fda.gov/Safety/Recalls/ucm284053.htm,"Ohio Processors, Inc.",Whipped Topping,B/C Topping,Undeclared Milk,12/2011
636,http://www.fda.gov/Safety/Recalls/ucm285240.htm,"Petrus Feed and Seed Stores, Inc.",Dry dog food,Petrus,Aflatoxin,12/2011
637,http://www.fda.gov/Safety/Recalls/ucm283879.htm,"St. Jude Medical, Inc.",Silicone Endocardial Defibrillation Leads,"Riata, Riata ST",Potential equipment malfunction,12/2011
638,http://www.fda.gov/Safety/Recalls/ucm283717.htm,Rising Moon Organics,Ravioli,Rising Moon Organics,Undeclared soy,12/2011
639,http://www.fda.gov/Safety/Recalls/ucm283665.htm,"Winn-Dixie Stores, Inc.",Gummy Bears,Sunrise,Possible metal contamination,12/2011
640,http://www.fda.gov/Safety/Recalls/ucm304087.htm,Cargill Animal Nutrition,Poultry and Calf whole and cracked corn products,"Naturewise, Producer&#39;s Pride, Dumor &amp; Showmaster",may contain high levels of aflatoxin,12/2011
641,http://www.fda.gov/Safety/Recalls/ucm284456.htm,Starwest Botanicals,Organic Celery Seed,Starwest,Salmonella,12/2011
642,http://www.fda.gov/Safety/Recalls/ucm290117.htm,Advanced Animal Nutrition,Dry dog food,Dog Power,Aflatoxin,12/2011
643,http://www.fda.gov/Safety/Recalls/ucm285254.htm,"O&#39;Neal&#39;s Feeders Supply, Inc.",Dry dog food,Arrowbrand,Aflatoxin,12/2011
644,http://www.fda.gov/Safety/Recalls/ucm283241.htm,Crystal Geyser Water Company,Iced Tea,Tejava,Presence of glass fragments,12/2011
645,http://www.fda.gov/Safety/Recalls/ucm283288.htm,Pacific International Marketing,Cilantro,Pacific International Marketing,Salmonella,12/2011
646,http://www.fda.gov/Safety/Recalls/ucm283362.htm,Advanced Animal Nutrition,Dry dog food,Dog Power,Aflatoxin,12/2011
647,http://www.fda.gov/Safety/Recalls/ucm283591.htm,"Rhee Bros., Inc.",Korean Rice Cake,ASSI,Undeclared Egg,12/2011
648,http://www.fda.gov/Safety/Recalls/ucm282679.htm,Mars Food US,Whole Grain Rice,UNCLE BEN&#39;s,Undeclared milk,12/2011
649,http://www.fda.gov/Safety/Recalls/ucm282506.htm,Procter &amp; Gamble Company,Dry dog food,Iams,Aflatoxin,12/2011
650,http://www.fda.gov/Safety/Recalls/ucm282753.htm,Cargill Animal Nutrition,Dry dog food,"River Run, Marksman",Aflatoxin,12/2011
651,http://www.fda.gov/Safety/Recalls/ucm282933.htm,"See’s Candies, Inc.",Almond Clusters,See&#39;s Candies,Undeclared peanuts,12/2011
652,http://www.fda.gov/Safety/Recalls/ucm282415.htm,Flying Food Group,Sandwiches,Race Trac,Listeria monocytogenes,12/2011
653,http://www.fda.gov/Safety/Recalls/ucm282898.htm,"Fair Oaks Dairy Products, LLC",Multiple varieties of cheese,Fair Oaks Farms Fine Cheese,Listeria monocytogenes,12/2011
654,http://www.fda.gov/Safety/Recalls/ucm282259.htm,Golden Glen Creamery,Northwest Mushroom Trio Butter &amp; Herbes de Provence Butter,Golden Glen Creamery,Listeria monocytogenes,12/2011
